,Steinichnus,Siphonichnus,Pilichnus,Gyrochorte,Rhizocorallium,Camborygma,Rebuffoichnus,Phycodes,Rutichnus,Fictovichnus,Rosselia,Bichordites,Laevicyclus,Lophoctenium,Spongeliomorpha,Jamesonichnites,Cosmorhaphe,Rusophycus,Spirorhaphe,Loloichnus,Scolicia,Parahaentzschelinia,Spirophyton,Megagrapton,Ptychoplasma,Trichichnus,Termitichnus,Coprinisphaera,Arenicolites,Helminthopsis,Tasselia,Dactyloidites,Skolithos,Spirophycus,Treptichnus,Helicodromites,Macanopsis,Megaplanolites,Naktodemasis,Haentzschelinia,Vagorichnus,Diplocraterion,Balanoglossites,Cylindrichnus,Phycosiphon,Dactylophycus,Planolites,Curvolithus,Zoophycos,Neonereites,Chondrites,Pholeus,Gyrophyllites,Ophiomorpha,Taenidium,Monocraterion,Gyrolithes,Scalarituba,Protovirgularia,Alcyonidiopsis,Nereites,Beaconites,Palaeophycus,Schaubcylindrichnus,Paleodictyon,Bergaueria,Bornichnus,Phoebichnus,Asterosoma,Mixoteichichnus,Macaronichnus,Arthrophycus,Lapispira,Entradichnus,Thalassinoides,Psilonichnus,Bolonia,Hillichnus,Imponoglyphus,Phymatoderma,Diplichnites,Cylindricum,Helminthorhaphe,Daedalus,Fuersichnus,Arachnostega,Tisoa,Didymaulichnus,Lockeia,Scoyenia,Cruziana,Walpia,Teichichnus,Scalichnus,Ancorichnus,Compaginatichnus,Calceoformites,Margaritichnus,Cochlichnus,Conichnus,Polykladichnus
Zoophycos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.041884816753926704,0.0,1.0,0.0,0.05434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.0,0.02127659574468085,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0
Neonereites,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009615384615384616,0.0,0.0,0.013157894736842105,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.016666666666666666,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chondrites,0.0,0.018867924528301886,0.009615384615384616,0.08496732026143791,0.11643835616438356,0.0,0.0,0.11304347826086956,0.019230769230769232,0.0,0.05263157894736842,0.0,0.009345794392523364,0.009615384615384616,0.018691588785046728,0.0,0.009615384615384616,0.0,0.009615384615384616,0.0,0.0990990990990991,0.009615384615384616,0.0,0.009615384615384616,0.0,0.04807692307692308,0.0,0.0,0.1487603305785124,0.0660377358490566,0.0,0.06422018348623854,0.14450867052023122,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.05504587155963303,0.04716981132075472,0.009615384615384616,0.36538461538461536,0.0,0.05434782608695652,0.009615384615384616,1.0,0.0,0.0,0.125,0.1271186440677966,0.06542056074766354,0.009615384615384616,0.019230769230769232,0.05555555555555555,0.018867924528301886,0.044642857142857144,0.009259259259259259,0.15492957746478872,0.0380952380952381,0.0,0.018691588785046728,0.0,0.00909090909090909,0.02459016393442623,0.0,0.01818181818181818,0.0,0.0,0.0,0.28994082840236685,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.018867924528301886,0.10344827586206896,0.0,0.03821656050955414,0.0,0.234375,0.0,0.0,0.0,0.0,0.009615384615384616,0.009259259259259259,0.0,0.009345794392523364
Pholeus,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.0
Gyrophyllites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ophiomorpha,0.0,0.03896103896103896,0.013157894736842105,0.09523809523809523,0.21621621621621623,0.0,0.0,0.20481927710843373,0.02631578947368421,0.0,0.08235294117647059,0.0,0.05263157894736842,0.0,0.02531645569620253,0.039473684210526314,0.0,0.0,0.0,0.0,0.056179775280898875,0.013157894736842105,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.14432989690721648,0.011904761904761904,0.0,0.08641975308641975,0.25925925925925924,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.012987012987012988,0.0,0.08,0.0,0.11538461538461539,0.012195121951219513,0.013157894736842105,0.17088607594936708,0.024096385542168676,0.0,0.013157894736842105,0.125,0.0,0.0,1.0,0.039603960396039604,0.13157894736842105,0.013157894736842105,0.0,0.023809523809523808,0.0,0.03488372093023256,0.0125,0.20353982300884957,0.0125,0.0,0.038461538461538464,0.0,0.0375,0.15476190476190477,0.0,0.024390243902439025,0.0,0.0,0.0,0.14457831325301204,0.0,0.0,0.0,0.039473684210526314,0.0,0.012048192771084338,0.0,0.013157894736842105,0.013157894736842105,0.0,0.0,0.0,0.02564102564102564,0.02040816326530612,0.0,0.046511627906976744,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.013157894736842105,0.0125,0.0,0.02564102564102564
Taenidium,0.0,0.06451612903225806,0.034482758620689655,0.1375,0.03529411764705882,0.0,0.0,0.15217391304347827,0.0,0.0,0.0975609756097561,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20512820512820512,0.034482758620689655,0.0,0.034482758620689655,0.0,0.030303030303030304,0.0,0.0,0.23076923076923078,0.22580645161290322,0.0,0.025,0.08849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07017543859649122,0.0,0.0,0.0,0.034482758620689655,0.15,0.0,0.0,0.034482758620689655,0.1271186440677966,0.0,0.0,0.039603960396039604,1.0,0.02631578947368421,0.034482758620689655,0.06896551724137931,0.14705882352941177,0.0,0.05,0.0967741935483871,0.20270270270270271,0.0625,0.0,0.0625,0.0,0.02857142857142857,0.06382978723404255,0.0,0.05714285714285714,0.06896551724137931,0.0,0.12903225806451613,0.10852713178294573,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.13793103448275862,0.23255813953488372,0.0,0.023255813953488372,0.0,0.1527777777777778,0.0,0.0,0.0,0.0,0.034482758620689655,0.030303030303030304,0.0,0.03125
Monocraterion,0.0,0.0,0.1,0.014084507042253521,0.1694915254237288,0.0,0.0,0.4166666666666667,0.0,0.0,0.13043478260869565,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18421052631578946,0.0,0.0,0.375,0.07216494845360824,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.4,0.0,0.1,0.09174311926605505,0.0,0.0,0.0,0.06542056074766354,0.0,0.0,0.13157894736842105,0.02631578947368421,1.0,0.1,0.0,0.05263157894736842,0.0,0.045454545454545456,0.07142857142857142,0.06060606060606061,0.0,0.0,0.07142857142857142,0.0,0.0625,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.05982905982905983,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07692307692307693,0.030303030303030304,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0
Gyrolithes,0.0,0.0,1.0,0.016129032258064516,0.01694915254237288,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,1.0,0.009174311926605505,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.013157894736842105,0.034482758620689655,0.1,1.0,0.0,0.1,0.0,0.07692307692307693,0.2,0.016666666666666666,0.0,0.0,0.2,0.0,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.041666666666666664,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0
Scalarituba,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Protovirgularia,0.0,0.07692307692307693,0.1,0.09090909090909091,0.045454545454545456,0.0,0.0,0.0625,0.0,0.0,0.18181818181818182,0.1,0.07692307692307693,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0975609756097561,0.05555555555555555,0.0,0.047619047619047616,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.05309734513274336,0.05555555555555555,0.0,0.0,0.05555555555555555,0.09090909090909091,0.0,0.023809523809523808,0.14705882352941177,0.05263157894736842,0.1,0.2,1.0,0.0,0.045454545454545456,0.07142857142857142,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0625,0.06896551724137931,0.0,0.058823529411764705,0.0,0.0,0.0,0.024793388429752067,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.16666666666666666,0.13333333333333333,0.0,0.014705882352941176,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.1,0.15384615384615385,0.07692307692307693,0.07692307692307693
Alcyonidiopsis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02727272727272727,0.0,0.010752688172043012,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Nereites,0.0,0.0,0.07692307692307693,0.013513513513513514,0.02857142857142857,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.07692307692307693,0.0,0.125,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.009433962264150943,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.07692307692307693,0.025210084033613446,0.0,0.0,0.07692307692307693,0.044642857142857144,0.0,0.0,0.03488372093023256,0.05,0.045454545454545456,0.07692307692307693,0.0,0.045454545454545456,0.13333333333333333,1.0,0.058823529411764705,0.057971014492753624,0.0,0.16666666666666666,0.125,0.0,0.05263157894736842,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0625,0.027777777777777776,0.0,0.0,0.0,0.046875,0.0,0.0,0.0,0.0,0.07692307692307693,0.058823529411764705,0.0,0.0
Beaconites,0.0,0.0,0.2,0.015151515151515152,0.015873015873015872,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.2,0.008849557522123894,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0125,0.0967741935483871,0.07142857142857142,0.2,0.0,0.07142857142857142,0.0,0.058823529411764705,1.0,0.015625,0.0,0.0,0.1111111111111111,0.0,0.09090909090909091,0.04,0.0,0.0,0.0,0.0,0.2222222222222222,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.125,0.03571428571428571,0.0,0.0,0.0,0.017241379310344827,0.0,0.06666666666666667,0.0,0.0,0.2,0.1111111111111111,0.0,0.0
Palaeophycus,0.0,0.04918032786885246,0.016666666666666666,0.22,0.23958333333333334,0.0,0.0,0.2537313432835821,0.0,0.0,0.15151515151515152,0.0,0.06666666666666667,0.0,0.015625,0.05,0.0,0.0,0.0,0.0,0.13043478260869565,0.016666666666666666,0.0,0.016666666666666666,0.0,0.08333333333333333,0.0,0.0,0.26666666666666666,0.13114754098360656,0.0,0.02857142857142857,0.18461538461538463,0.0,0.0,0.0,0.015151515151515152,0.0,0.01639344262295082,0.0,0.0,0.13580246913580246,0.0,0.05970149253731343,0.03076923076923077,0.016666666666666666,0.37398373983739835,0.0,0.006711409395973154,0.016666666666666666,0.15492957746478872,0.0,0.0,0.20353982300884957,0.20270270270270271,0.06060606060606061,0.016666666666666666,0.0,0.07692307692307693,0.04918032786885246,0.057971014492753624,0.015625,1.0,0.06557377049180328,0.0,0.031746031746031744,0.0,0.015151515151515152,0.208955223880597,0.0,0.030303030303030304,0.03333333333333333,0.0,0.0,0.24285714285714285,0.0,0.0,0.0,0.05,0.0,0.014925373134328358,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.0,0.06666666666666667,0.12,0.013333333333333334,0.043859649122807015,0.0,0.22580645161290322,0.0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.04838709677419355,0.0,0.03225806451612903
Schaubcylindrichnus,0.0,0.125,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.2,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.02564102564102564,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.2,0.0,0.03636363636363636,0.0,0.0,0.0,0.0380952380952381,0.0,0.0,0.0125,0.0625,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.06557377049180328,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.08333333333333333,0.0,0.0,0.0,0.02586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.015873015873015872,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
Paleodictyon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bergaueria,0.0,0.0,0.2,0.03076923076923077,0.04918032786885246,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.2,0.008849557522123894,0.07692307692307693,0.0,0.2,0.018691588785046728,0.16666666666666666,0.0,0.038461538461538464,0.0625,0.07142857142857142,0.2,0.0,0.15384615384615385,0.0,0.125,0.1111111111111111,0.031746031746031744,0.0,0.0,1.0,0.0,0.09090909090909091,0.04,0.0,0.0,0.0,0.0,0.0,0.02586206896551724,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.2,0.0,0.2,0.0,0.125,0.11538461538461539,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.2,0.25,0.125,0.0
Bornichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoebichnus,0.0,0.0,0.14285714285714285,0.014705882352941176,0.047619047619047616,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.008695652173913044,0.14285714285714285,0.0,0.0,0.00909090909090909,0.0,0.0,0.0375,0.02857142857142857,0.0625,0.14285714285714285,0.0,0.0625,0.0,0.05263157894736842,0.09090909090909091,0.015151515151515152,0.0,0.0,0.09090909090909091,0.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.14285714285714285,0.09090909090909091,0.0,0.0
Asterosoma,0.0,0.13636363636363635,0.047619047619047616,0.12162162162162163,0.17647058823529413,0.0,0.0,0.21621621621621623,0.0,0.0,0.12121212121212122,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.09803921568627451,0.034482758620689655,0.0,0.06451612903225806,0.11650485436893204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.0,0.10344827586206896,0.0,0.047619047619047616,0.1111111111111111,0.0,0.0,0.0,0.02459016393442623,0.0,0.0,0.15476190476190477,0.06382978723404255,0.03333333333333333,0.047619047619047616,0.0,0.06896551724137931,0.0,0.030303030303030304,0.04,0.208955223880597,0.04,0.0,0.04,0.0,0.037037037037037035,1.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.11570247933884298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.08695652173913043,0.022727272727272728,0.0,0.012658227848101266,0.0,0.171875,0.0,0.0,0.0,0.0,0.047619047619047616,0.04,0.0,0.08695652173913043
Mixoteichichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macaronichnus,0.0,0.2,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0625,0.0,0.05263157894736842,0.05154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.024390243902439025,0.05714285714285714,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.030303030303030304,0.08333333333333333,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,1.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.015151515151515152,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
Arthrophycus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lapispira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entradichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
