,Isopodichnus,Siphonichnus,Pentichnus,Rhizocorallium,Camborygma,Phycodes,Archaeonassa,Rosselia,Pramollichnus,Laevicyclus,Lophoctenium,Glockerichnus,Cosmorhaphe,Rusophycus,Spirorhaphe,Scolicia,Spirophyton,Megagrapton,Ptychoplasma,Protopaleodictyon,Arenicolites,Helminthopsis,Pennatulites,Dactyloidites,Skolithos,Treptichnus,Vagorichnus,Diplocraterion,Dictyodora,Hartsellea,Parataenidium,Cylindrichnus,Phycosiphon,Paleomeandron,Planolites,Curvolithus,Halopoa,Zoophycos,Neonereites,Chondrites,Psammichnites,Ophiomorpha,Taenidium,Monocraterion,Multina,Scalarituba,Protovirgularia,Nereites,Beaconites,Palaeophycus,Schaubcylindrichnus,Paleodictyon,Bergaueria,Echinospira,Hormosiroidea,Conostichus,Asterosoma,Arthrophycus,Entradichnus,Thalassinoides,Hillichnus,Phymatoderma,Diplichnites,Biformites,Spirodesmos,Didymaulichnus,Lockeia,Scoyenia,Dolopichnus,Cruziana,Circulichnis,Teichichnus,Ancorichnus,Lingulichnus,Arenituba,Cochlichnus,Conichnus,Oldhamia
Nereites,0.0,0.0,0.0,0.018867924528301886,0.0,0.0975609756097561,0.05,0.02564102564102564,0.05263157894736842,0.07894736842105263,0.1,0.02631578947368421,0.0,0.028169014084507043,0.0,0.02564102564102564,0.0,0.05263157894736842,0.0,0.07894736842105263,0.0,0.08163265306122448,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.12,0.0,0.0,0.05128205128205128,0.3333333333333333,0.0,0.04504504504504504,0.02127659574468085,0.0,0.09803921568627451,0.02564102564102564,0.043478260869565216,0.023255813953488372,0.0,0.012658227848101266,0.0,0.10256410256410256,0.0,0.0,1.0,0.023809523809523808,0.03571428571428571,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.043478260869565216,0.02564102564102564,0.0,0.044444444444444446,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.04716981132075472,0.0,0.022222222222222223,0.025,0.0,0.07317073170731707,0.023255813953488372,0.0,0.0
Beaconites,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.16666666666666666,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.0,0.0,0.024691358024691357,0.15384615384615385,0.0,0.039473684210526314,0.0,0.0,0.1,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.023809523809523808,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Palaeophycus,0.0,0.05,0.045454545454545456,0.09090909090909091,0.0,0.08,0.043478260869565216,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.05,0.045454545454545456,0.0,0.06060606060606061,0.0,0.0,0.017241379310344827,0.030303030303030304,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.11363636363636363,0.0,0.13043478260869565,0.010752688172043012,0.047619047619047616,0.14705882352941177,0.04,0.09090909090909091,0.0,0.0,0.041666666666666664,0.0,0.04,0.03571428571428571,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07407407407407407,0.0,0.043478260869565216,0.0,0.0,0.0,0.05,0.06666666666666667,0.0,0.05,0.02197802197802198,0.0,0.07692307692307693,0.0,0.05,0.0,0.0,0.0,0.0
Schaubcylindrichnus,0.0,0.0,0.0,0.0625,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paleodictyon,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.5,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bergaueria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Echinospira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hormosiroidea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conostichus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.08333333333333333,0.0,0.013157894736842105,0.25,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Asterosoma,0.0,0.1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.07692307692307693,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.05555555555555555,0.041666666666666664,0.0,0.0,0.0425531914893617,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.08333333333333333,0.03225806451612903,0.0,0.07317073170731707,0.05263157894736842,0.0,0.05,0.09090909090909091,0.07936507936507936,0.0,0.07692307692307693,0.0,0.25,0.0,0.06666666666666667,0.0,0.043478260869565216,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.012195121951219513,0.0,0.2857142857142857,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
Arthrophycus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entradichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thalassinoides,0.0,0.0,0.0,0.041666666666666664,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.07142857142857142,0.1111111111111111,0.0,0.0,0.0,0.1,0.0,0.2222222222222222,0.0,0.09090909090909091,0.0,0.043478260869565216,0.0,0.0,0.02127659574468085,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.011627906976744186,0.0,0.0,0.0641025641025641,0.1,0.03076923076923077,0.0,0.08333333333333333,0.0625,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.07407407407407407,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.07142857142857142,0.0,0.0
Hillichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phymatoderma,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.14285714285714285,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.04,0.0,0.012345679012345678,0.07692307692307693,0.0,0.04,0.0,0.05084745762711865,0.1111111111111111,0.0,0.022222222222222223,0.0,0.2857142857142857,0.0,0.0,0.05,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.013157894736842105,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
Diplichnites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.043478260869565216,0.0,0.0,0.0,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.014705882352941176,0.10655737704918032,0.0,0.09243697478991597,0.017543859649122806,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0
Biformites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spirodesmos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Didymaulichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lockeia,0.0,0.0,0.07142857142857142,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.05,0.0,0.0,0.0,0.02,0.08333333333333333,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.014492753623188406,0.058823529411764705,0.06666666666666667,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,1.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
Scoyenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.035398230088495575,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10655737704918032,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolopichnus,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.02631578947368421,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cruziana,0.0,0.0,0.013333333333333334,0.05952380952380952,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.013513513513513514,0.0,0.14285714285714285,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.07092198581560284,0.0,0.0,0.0425531914893617,0.0,0.031496062992125984,0.0,0.013157894736842105,0.07476635514018691,0.0,0.0,0.0,0.01282051282051282,0.04716981132075472,0.0,0.02197802197802198,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.013157894736842105,0.09243697478991597,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,1.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.025974025974025976,0.0,0.0
Circulichnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
Teichichnus,0.0,0.125,0.0,0.09090909090909091,0.0,0.07142857142857142,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.075,0.058823529411764705,0.0,0.06493506493506493,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.022222222222222223,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.1,0.2857142857142857,0.0,0.0,0.0625,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ancorichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.02531645569620253,0.18181818181818182,0.0,0.04054054054054054,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lingulichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Arenituba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.03896103896103896,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cochlichnus,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.16666666666666666,0.0,0.025,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.05,0.0,0.0,0.022727272727272728,0.05263157894736842,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.012658227848101266,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Conichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Oldhamia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
